scenario,node,period,eta
1,tonghua,4,17.70868913319025
1,harbin,4,135.41329163732757
2,dalian,1,344.12763940363305
2,yingkou,1,225.4757742884326
2,dandong,1,26.0166682755586
2,shenyang,1,440.95155990983585
2,anshan,1,35.58794259158775
2,changchun,1,280.1085299248345
2,jilin,1,51.06989905363127
2,tonghua,1,20.457788199830517
2,harbin,1,205.84860498559922
2,dalian,2,356.22523518175853
2,yingkou,2,246.16557120444935
2,dandong,2,20.287836489330523
2,shenyang,2,372.2296831957446
2,anshan,2,29.59526463776156
2,changchun,2,301.7031816130286
2,jilin,2,48.990614690579044
2,tonghua,2,19.33697670613254
2,harbin,2,254.5246567456172
2,dalian,3,377.4286586659706
2,yingkou,3,260.68884326006514
2,dandong,3,19.37682240397673
2,shenyang,3,469.0640012835221
2,anshan,3,38.0388769459249
2,changchun,3,337.68296478083147
2,jilin,3,39.880315826281866
2,tonghua,3,16.767188633282757
2,harbin,3,149.11029781968884
2,dalian,4,224.87622886841623
2,yingkou,4,215.94710839405099
2,dandong,4,17.048101007605045
2,shenyang,4,400.23474787888006
2,anshan,4,55.17606646731776
2,changchun,4,252.09738198819733
2,jilin,4,47.05135855855512
2,tonghua,4,16.324146774858896
2,harbin,4,247.31743043254994
3,dalian,1,365.87924708891643
3,yingkou,1,220.47926411165457
3,dandong,1,23.710840967391228
3,shenyang,1,427.81492150067527
3,anshan,1,30.20752486292679
3,changchun,1,297.6111138501139
3,jilin,1,54.139404196808165
3,tonghua,1,12.37313622525399
3,harbin,1,236.81899566876254
3,dalian,2,314.1822852932048
3,yingkou,2,274.6553478971048
3,dandong,2,21.591437504611893
3,shenyang,2,394.44160987304446
3,anshan,2,33.578728064646626
3,changchun,2,295.2264778518771
3,jilin,2,32.28023185866334
3,tonghua,2,12.131906172439688
3,harbin,2,241.4564991186745
3,dalian,3,217.80393274370667
3,yingkou,3,268.8855259029187
3,dandong,3,13.52973085539529
3,shenyang,3,446.1702609104914
3,anshan,3,31.64069459759107
3,changchun,3,349.5133807810321
3,jilin,3,55.16798738395177
3,tonghua,3,10.860485627245891
3,harbin,3,281.3616733001199
3,dalian,4,488.61637116070114
3,yingkou,4,226.92363237305045
3,dandong,4,19.651056140307496
3,shenyang,4,375.1296706694118
3,anshan,4,30.653239909717072
3,changchun,4,368.8425272300984
3,jilin,4,47.92282595003703
3,tonghua,4,15.519466865798902
3,harbin,4,189.40262274218617
4,dalian,1,331.7711032400236
4,yingkou,1,171.18742027556266
4,dandong,1,26.016894206424446
4,shenyang,1,375.57759672624115
4,anshan,1,45.43645904823862
4,changchun,1,303.205871621314
4,jilin,1,46.29377327013848
4,tonghua,1,14.655515024632937
4,harbin,1,199.89615718215745
4,dalian,2,379.86371359137405
4,yingkou,2,212.6914780432568
4,dandong,2,19.542925505114006
4,shenyang,2,280.67494768073016
4,anshan,2,31.93506141523755
4,changchun,2,402.4374005514501
4,jilin,2,46.54290045886153
4,tonghua,2,12.374361882012726
4,harbin,2,240.3077807978582
4,dalian,3,486.00441088076207
4,yingkou,3,163.07942232888922
4,dandong,3,19.92296615497122
4,shenyang,3,338.5333988598289
4,anshan,3,24.668075683522503
4,changchun,3,346.84836737594753
4,jilin,3,53.50793098769831
4,tonghua,3,15.90404162370161
4,harbin,3,191.2479282646098
4,dalian,4,413.7562883316421
4,yingkou,4,205.1477148970781
4,dandong,4,20.19580845907047
4,shenyang,4,301.62535556276396
4,anshan,4,28.818161378254388
4,changchun,4,383.17296660854544
4,jilin,4,48.30761021680231
4,tonghua,4,16.594709597531793
4,harbin,4,223.59861946503383
5,dalian,1,345.7982540800828
5,yingkou,1,206.58887497419127
5,dandong,1,23.409883415230752
5,shenyang,1,364.12405317820384
5,anshan,1,36.92660517552744
5,changchun,1,303.7439597791222
5,jilin,1,66.40981745934951
5,tonghua,1,17.814082416449523
5,harbin,1,242.34619445418514
5,dalian,2,336.5119826713699
5,yingkou,2,166.39325856690263
5,dandong,2,24.73814545615539
5,shenyang,2,462.42351869065476
5,anshan,2,37.00836483227665
5,changchun,2,335.1731347401808
5,jilin,2,62.16207571537588
5,tonghua,2,18.286594443557384
5,harbin,2,266.6043694994491
5,dalian,3,344.70048996205173
5,yingkou,3,299.62360747275034
5,dandong,3,15.606666063648028
5,shenyang,3,454.3069853593158
5,anshan,3,41.841786713898266
5,changchun,3,355.23648398596197
5,jilin,3,73.96309731790411
5,tonghua,3,20.335221004515443
5,harbin,3,173.55955493070783
5,dalian,4,251.1708832935225
5,yingkou,4,267.51872782588407
5,dandong,4,16.569578374787916
5,shenyang,4,386.5585327582631
5,anshan,4,44.47536446487156
5,changchun,4,202.98313620029575
5,jilin,4,31.073490155264484
5,tonghua,4,16.493161727777544
5,harbin,4,227.1184302939491
6,dalian,1,360.6153454295384
6,yingkou,1,231.72221378579232
6,dandong,1,17.211976104566855
6,shenyang,1,270.21812945878264
6,anshan,1,36.81075665569548
6,changchun,1,243.63105836533282
6,jilin,1,36.08928882143577
6,tonghua,1,17.265815839889314
6,harbin,1,222.35558815391997
6,dalian,2,410.0960025606722
6,yingkou,2,184.45232564382115
6,dandong,2,18.05379154354318
6,shenyang,2,310.09016921832824
6,anshan,2,31.327335540485908
6,changchun,2,314.2182708654839
6,jilin,2,45.34145692516666
6,tonghua,2,16.79662388174038
6,harbin,2,240.41717078602977
6,dalian,3,532.8725111768296
6,yingkou,3,165.8956317805854
6,dandong,3,24.48189808703812
6,shenyang,3,380.5843250018
6,anshan,3,37.97314957532233
6,changchun,3,214.71223605108818
6,jilin,3,48.811996125584514
6,tonghua,3,18.01066661816024
6,harbin,3,221.40649377829286
6,dalian,4,385.4081361044353
6,yingkou,4,216.57993985918108
6,dandong,4,25.590701007968985
6,shenyang,4,385.85579016386095
6,anshan,4,21.321634238376618
6,changchun,4,260.54345214730284
6,jilin,4,32.59149888067323
6,tonghua,4,5.483489129002855
6,harbin,4,201.25208649185143
7,dalian,1,480.4131817499918
7,yingkou,1,232.11704448294597
7,dandong,1,15.914554948610098
7,shenyang,1,314.61199741483944
7,anshan,1,46.69075036158407
7,changchun,1,311.9332581831392
7,jilin,1,54.276087845275235
7,tonghua,1,15.512343830203852
7,harbin,1,226.84893337626792
7,dalian,2,440.351629131981
7,yingkou,2,255.3625700054059
7,dandong,2,21.68690014270185
7,shenyang,2,306.6935308133438
7,anshan,2,41.972604353552484
7,changchun,2,261.016736723014
7,jilin,2,65.52102870728194
7,tonghua,2,11.693984623073137
7,harbin,2,218.92375316416792
7,dalian,3,378.7018592682345
7,yingkou,3,169.02955112587614
7,dandong,3,27.949958095155242
7,shenyang,3,500.70736608968434
7,anshan,3,34.54934607158523
7,changchun,3,349.0736960933424
7,jilin,3,57.831525101094115
7,tonghua,3,7.483877522949269
7,harbin,3,236.39392028488223
7,dalian,4,374.6069288564884
7,yingkou,4,233.77716608629365
7,dandong,4,16.312354083358596
7,shenyang,4,366.6445265297337
7,anshan,4,36.72238125808043
7,changchun,4,374.2559382570011
7,jilin,4,57.355759753324186
7,tonghua,4,15.662579425284447
7,harbin,4,293.9603451859422
8,dalian,1,337.1433340315678
8,yingkou,1,212.04010027878104
8,dandong,1,13.235932662852191
8,shenyang,1,509.13197951036506
8,anshan,1,45.42435531616877
8,changchun,1,357.8509697320681
8,jilin,1,60.95199609619747
8,tonghua,1,16.02542597091321
8,harbin,1,234.82217399774518
8,dalian,2,360.1447961150442
8,yingkou,2,220.5864164210017
8,dandong,2,21.015794417505543
8,shenyang,2,504.692834464239
8,anshan,2,42.31211906017033
8,changchun,2,298.8643315941041
8,jilin,2,47.5303766736326
8,tonghua,2,13.688644743477035
8,harbin,2,297.2801904230302
8,dalian,3,417.6932454002343
8,yingkou,3,233.056650176707
8,dandong,3,19.35057590032898
8,shenyang,3,301.5639243795623
8,anshan,3,37.570782378309275
8,changchun,3,355.2388379247578
8,jilin,3,49.539439522003306
8,tonghua,3,14.967367259710244
8,harbin,3,215.16814936081144
8,dalian,4,387.5729520013971
8,yingkou,4,156.68742968648942
8,dandong,4,19.811213652529155
8,shenyang,4,321.30092976098683
8,anshan,4,44.816999607996806
8,changchun,4,255.7941920413573
8,jilin,4,59.96440662697708
8,tonghua,4,20.46063585175112
8,harbin,4,211.0006419320561
9,dalian,1,333.62923812393086
9,yingkou,1,238.753969597209
9,dandong,1,20.78156330320166
9,shenyang,1,310.510758615783
9,anshan,1,41.59036227007311
9,changchun,1,424.29841091419274
9,jilin,1,50.98477982690293
9,tonghua,1,15.043780249141216
9,harbin,1,178.07298057082548
9,dalian,2,403.463497237328
9,yingkou,2,172.60156342569616
9,dandong,2,16.18738080074653
9,shenyang,2,486.69933223698104
9,anshan,2,31.184069499650395
9,changchun,2,367.80050579315935
9,jilin,2,70.14989725667274
9,tonghua,2,16.493247770647066
9,harbin,2,250.03589452195547
9,dalian,3,527.3421385805295
9,yingkou,3,220.90246078899767
9,dandong,3,18.324281896316766
9,shenyang,3,282.63917955506287
9,anshan,3,38.39764112391778
9,changchun,3,391.8586418763392
9,jilin,3,64.0775695408221
9,tonghua,3,12.725601866913285
9,harbin,3,186.6075787183212
9,dalian,4,341.01760391202924
9,yingkou,4,243.39140911396075
9,dandong,4,19.936315086102887
9,shenyang,4,404.1410385876205
9,anshan,4,40.339967103194134
9,changchun,4,284.33017347768754
9,jilin,4,53.32804977988515
9,tonghua,4,16.32787369494948
9,harbin,4,221.3393480681223
