scenario,node,period,eta
3,shenyang,2,299.17937909838787
3,anshan,2,40.19889983725933
3,changchun,2,361.6493750206352
3,jilin,2,63.71874572598273
3,tonghua,2,23.873906716578162
3,harbin,2,273.8914619683117
3,dalian,3,434.3609678035326
3,yingkou,3,306.4543922131036
3,dandong,3,21.792650301251363
3,shenyang,3,287.54935595717086
3,anshan,3,21.021227326500465
3,changchun,3,379.60700902277347
3,jilin,3,59.86747306433982
3,tonghua,3,18.337123248911276
3,harbin,3,210.13264067120488
3,dalian,4,405.4159993580946
3,yingkou,4,316.5207299262563
3,dandong,4,22.182240611298685
3,shenyang,4,301.06284051453974
3,anshan,4,34.79407896572626
3,changchun,4,386.1714900307016
3,jilin,4,42.04073863678684
3,tonghua,4,7.584637213380008
3,harbin,4,121.83696161794239
3,dalian,5,277.69880211085865
3,yingkou,5,266.7141083754047
3,dandong,5,21.157829989455887
3,shenyang,5,328.82799353664734
3,anshan,5,28.292400191949206
3,changchun,5,295.50592664411244
3,jilin,5,52.04402775351734
3,tonghua,5,13.911525103455162
3,harbin,5,214.07767732813653
3,dalian,6,321.3711358347007
3,yingkou,6,312.88017704752997
3,dandong,6,10.948257802043148
3,shenyang,6,396.99012509270693
3,anshan,6,30.354287144475826
3,changchun,6,345.13011420062736
3,jilin,6,51.232138165838506
3,tonghua,6,16.82784325857012
3,harbin,6,249.05458928215978
4,dalian,1,394.8344058348676
4,yingkou,1,275.52795083560727
4,dandong,1,15.004235496940744
4,shenyang,1,461.2804724883723
4,anshan,1,36.41253430365002
4,changchun,1,325.4213719405482
4,jilin,1,70.49584683830169
4,tonghua,1,19.206139841550023
4,harbin,1,314.44339546836994
4,dalian,2,208.54810825193215
4,yingkou,2,185.98900278127348
4,dandong,2,24.79900916114411
4,shenyang,2,299.8879225274386
4,anshan,2,36.689373129997634
4,changchun,2,405.6923320883127
4,jilin,2,63.164774292250506
4,tonghua,2,12.662325450995963
4,harbin,2,245.55218118974543
4,dalian,3,428.207333548429
4,yingkou,3,233.04863999283026
4,dandong,3,20.372094633588574
4,shenyang,3,398.4912705898664
4,anshan,3,26.65208769199247
4,changchun,3,310.0514710653442
4,jilin,3,43.363772074801695
4,tonghua,3,16.91423887976816
4,harbin,3,244.44506436398282
4,dalian,4,311.5398449762082
4,yingkou,4,258.12674591755206
4,dandong,4,22.26946808084888
4,shenyang,4,384.2573693935398
4,anshan,4,43.60774399538194
4,changchun,4,283.48205579034084
4,jilin,4,50.7047333750919
4,tonghua,4,15.923937459400793
4,harbin,4,222.45355247864293
4,dalian,5,465.8956415208945
4,yingkou,5,120.77225862444335
4,dandong,5,19.499050966777897
4,shenyang,5,231.35284205687333
4,anshan,5,34.072166076208404
4,changchun,5,316.4451637844823
4,jilin,5,53.52188412318814
4,tonghua,5,18.625744736874005
4,harbin,5,238.02512379575612
4,dalian,6,168.6285108239595
4,yingkou,6,176.67780750685222
4,dandong,6,27.083808647696372
4,shenyang,6,505.0098951891038
4,anshan,6,38.4786753538402
4,changchun,6,205.52387983284223
4,jilin,6,76.5413813617441
4,tonghua,6,8.92808127829261
4,harbin,6,236.38694830129862
