scenario,node,period,eta
3,changchun,4,327.4634825245323
3,jilin,4,43.120486133417394
3,tonghua,4,8.993902863626614
3,harbin,4,237.17344088056888
4,dalian,1,317.59679203852113
4,yingkou,1,210.84771960433625
4,dandong,1,18.24490150950932
4,shenyang,1,376.60814313918445
4,anshan,1,46.198505437678705
4,changchun,1,311.8982973590945
4,jilin,1,52.05435823216002
4,tonghua,1,12.432189831138254
4,harbin,1,149.71907509763105
4,dalian,2,342.37257248096967
4,yingkou,2,227.47654048786544
4,dandong,2,28.141052580665157
4,shenyang,2,397.61679651223454
4,anshan,2,45.56454411595161
4,changchun,2,272.2026022003521
4,jilin,2,41.019484623484146
4,tonghua,2,12.653393833639281
4,harbin,2,192.46742167034225
4,dalian,3,540.7086861446721
4,yingkou,3,192.17442662247046
4,dandong,3,24.276438109135725
4,shenyang,3,317.5395319895431
4,anshan,3,45.17486006605025
4,changchun,3,325.68183443008263
4,jilin,3,52.07582932438021
4,tonghua,3,15.552168718039278
4,harbin,3,195.63883880098712
4,dalian,4,413.0954686268188
4,yingkou,4,209.02530973912752
4,dandong,4,15.693931234255786
4,shenyang,4,288.4747262399322
4,anshan,4,39.39442958137167
4,changchun,4,397.90343918770316
4,jilin,4,55.48022982914161
4,tonghua,4,15.307950209319408
4,harbin,4,237.9890361094649
